Sample_ID	Species	Data_source	Biosample_type	Tissue_type	Biosample_name	Case_ID_Name	Input_ID_Name
SE_00_0001	Human	Roadmap	Tissue	Adipose	adipose-tissue	ENCSR082SHT	ENCSR163VJS
SE_00_0003	Human	Roadmap	Tissue	Adrenal gland	adrenal-gland_97d	ENCSR847AIA	ENCSR960VLF
SE_00_0004	Human	Roadmap	Tissue	Aorta	aorta	ENCSR322TJD	ENCSR116QUS
SE_00_0005	Human	Roadmap	Primary cell	Blood	B-cell	ENCSR191ZQT	ENCSR300ZUS
SE_00_0006	Human	Roadmap	Primary cell	Blood	CD14-positive-monocyte	ENCSR012PII	ENCSR444GJM
SE_00_0007	Human	Roadmap	Primary cell	Blood	naive thymus-derived CD4-positive,alpha-beta T cell	ENCSR674VPA	ENCSR355RJN
SE_00_0008	Human	Roadmap	Primary cell	Blood	CD4-positive-alpha-beta-memory-T-cell	ENCSR314BEX	ENCSR595SMV
SE_00_0009	Human	Roadmap	Primary cell	Blood	CD8-positive-alpha-beta-T-cell	ENCSR007HLH	ENCSR247BVB
SE_00_0010	Human	Roadmap	In vitro differentiated cell	Embryo	endodermal-cell	ENCSR200ETW	ENCSR650EVQ
SE_00_0011	Human	Roadmap	Tissue	Esophagus	esophagus	ENCSR679OVD	ENCSR161JTT
SE_00_0012	Human	Roadmap	Stem cell	Embryo	H1-hESC	ENCSR880SUY	ENCSR569NEE
SE_00_0013	Human	Roadmap	Stem cell	Embryo	H9	ENCSR876RGF	ENCSR214MNL
SE_00_0014	Human	Roadmap	Tissue	Heart left ventricle	heart-left-ventricle	ENCSR458RRZ	ENCSR961QMI
SE_00_0015	Human	Roadmap	Cell line	Lung	IMR-90	ENCSR002YRE	ENCSR001BSB
SE_00_0016	Human	Roadmap	Induced pluripotent stem cell line	Foreskin	iPS-DF-19.11	ENCSR505OPZ	ENCSR086NVH
SE_00_0017	Human	Roadmap	Induced pluripotent stem cell line	Foreskin	iPS-DF-6.9	ENCSR875QDS	ENCSR212SJH
SE_00_0018	Human	Roadmap	Induced pluripotent stem cell line	Dermal fibroblasts	iPS-18axian	ENCSR429YAE	ENCSR580WGM
SE_00_0019	Human	Roadmap	Induced pluripotent stem cell line	Dermal fibroblasts	iPS-20b	ENCSR729GQT	ENCSR895CJW
SE_00_0020	Human	Roadmap	Tissue	Large intestine	large-intestine_108d	ENCSR659RHV	ENCSR107RQX
SE_00_0021	Human	Roadmap	Tissue	Lung	lung_3y	ENCSR550WUX	ENCSR577BCL
SE_00_0022	Human	Roadmap	Tissue	Lung	lung_30y	ENCSR540ADS	ENCSR061VJM
SE_00_0023	Human	Roadmap	In vitro differentiated cell	Embryo	mesenchymal-stem-cell	ENCSR013KEC	ENCSR843OBM
SE_00_0024	Human	Roadmap	In vitro differentiated cell	Embryo	mesendoderm	ENCSR473PNT	ENCSR810RRR
SE_00_0025	Human	Roadmap	Tissue	Muscle of leg	muscle-of-leg	ENCSR687ZCM	ENCSR449RSE
SE_00_0026	Human	Roadmap	Tissue	Muscle of trunk	muscle-of-trunk	ENCSR775FTU	ENCSR639HUV
SE_00_0027	Human	Roadmap	Primary cell	Blood	natural-killer-cell	ENCSR391EQV	ENCSR726FHN
SE_00_0029	Human	Roadmap	Tissue	Ovary	ovary	ENCSR268JQE	ENCSR674QIU
SE_00_0030	Human	Roadmap	Tissue	Pancreas	pancreas	ENCSR612BWE	ENCSR503BIB
SE_00_0031	Human	Roadmap	Tissue	Placenta	placenta	ENCSR498ZRC	ENCSR278VUZ
SE_00_0032	Human	Roadmap	Tissue	Psoas muscle	psoas-muscle_30y	ENCSR250NHD	ENCSR139WMA
SE_00_0033	Human	Roadmap	Tissue	Psoas muscle	psoas-muscle_3y	ENCSR367WYJ	ENCSR163UEW
SE_00_0034	Human	Roadmap	Tissue	Right cardiac atrium	right-cardiac-atrium	ENCSR074ECR	ENCSR652ULP
SE_00_0035	Human	Roadmap	Tissue	Sigmoid colon	sigmoid-colon	ENCSR561YSH	ENCSR574WQE
SE_00_0036	Human	Roadmap	Tissue	Small intestine	small-intestine_108days	ENCSR892XFG	ENCSR541DBO
SE_00_0038	Human	Roadmap	Tissue	Spinal cord	spinal-cord_108d	ENCSR209QGZ	ENCSR113XPE
SE_00_0039	Human	Roadmap	Tissue	Spleen	spleen_3y	ENCSR170MAJ	ENCSR652ZLE
SE_00_0040	Human	Roadmap	Tissue	Spleen	spleen_30y	ENCSR086XCT	ENCSR563OLJ
SE_00_0041	Human	Roadmap	Tissue	Stomach	stomach_3y	ENCSR437QMD	ENCSR628GIZ
SE_00_0042	Human	Roadmap	Tissue	Stomach	stomach_30y	ENCSR582UTE	ENCSR975PED
SE_00_0043	Human	Roadmap	Tissue	Stomach	stomach_96d	ENCSR743DDX	ENCSR927MXE
SE_00_0044	Human	Roadmap	Primary cell	Cord blood	T-cell	ENCSR222QLW	ENCSR930RIA
SE_00_0045	Human	Roadmap	Tissue	Thymus	thymus	ENCSR776KLS	ENCSR064RLF
SE_00_0046	Human	Roadmap	Tissue	Heart	right ventricle_34y	ENCSR928HSI	ENCSR049LCN
SE_00_0047	Human	Roadmap	Primary cell	Blood	effector memory CD4+ alpha-beta T cell	ENCSR892HPQ	ENCSR563SVE
SE_00_0048	Human	Roadmap	In vitro differentiated cell	Embryo	neuronal stem cell originated from H1	ENCSR799SRL	ENCSR339WBT
SE_00_0049	Human	Roadmap	Tissue	Small intestine	small intestine 30y	ENCSR655XLM	ENCSR461VPV
SE_00_0050	Human	Roadmap	Tissue	Esophagus	esophagus_30y	ENCSR645SYH	ENCSR858ROP
SE_00_0051	Human	Roadmap	Tissue	Adrenal gland	adrenal gland 30y	ENCSR642HHF	ENCSR799TWV
SE_00_0052	Human	Roadmap	Tissue	Heart	left ventricle 3y	ENCSR557DFM	ENCSR694AEQ
SE_00_0053	Human	Roadmap	In vitro differentiated cell	Embryo	trophoblast cell originated from H1	ENCSR425PQI	ENCSR890MJO
SE_00_0054	Human	Roadmap	Tissue	Pancreas	pancreas 30y	ENCSR402HFW	ENCSR480NNC
SE_00_0055	Human	Roadmap	Tissue	Spleen	spleen 34y	ENCSR235ZBF	ENCSR239LAP
SE_00_0056	Human	Roadmap	Tissue	Sigmoid colon	sigmoid colon 3y	ENCSR213SMK	ENCSR780UWK
SE_00_0057	Human	Roadmap	Tissue	Heart	right ventricle 3y	ENCSR028NXO	ENCSR592KRF
SE_00_0058	Human	Roadmap	Tissue	Stomach	stomach 34y	ENCSR001SHB	ENCSR854GEV
SE_01_0001	Human	ENCODE	Cell line	Prostate	22Rv1	ENCSR391NPE	ENCSR933UGQ
SE_01_0002	Human	ENCODE	Cell line	Prostate	22Rv1_10nM17beta-hydroxy-5alpha-androstan-3-one	ENCSR777CQW	ENCSR933UGQ
SE_01_0006	Human	ENCODE	Cell line	Lung	A549_ethanol_1h	ENCSR000AUI	ENCSR000ASS
SE_01_0012	Human	ENCODE	Cell line	Lung	A549_dexamethasone_1h	ENCSR000AVF	ENCSR000ASR
SE_01_0017	Human	ENCODE	Cell line	Muscle	A673	ENCSR714TJD	ENCSR196CXJ
SE_01_0018	Human	ENCODE	Cell line	Submandibular Salivary Gland	ACC112	ENCSR059MVB	ENCSR836XKP
SE_01_0019	Human	ENCODE	Primary cell	Brain and spinal cord	astrocyte	ENCSR000AOQ	ENCSR000AOP
SE_01_0020	Human	ENCODE	Primary cell	Blood	B-cell	ENCSR000AUP	ENCSR000AUW
SE_01_0021	Human	ENCODE	In vitro differentiated cell	Skin	bipolar-neuron	ENCSR905TYC	ENCSR001KCX
SE_01_0022	Human	ENCODE	Cell line	Prostate	C4-2B	ENCSR279KIX	ENCSR585FQO
SE_01_0023	Human	ENCODE	In vitro differentiated cell	Embryo	cardiac-muscle-cell	ENCSR000NPF	ENCSR867SJE
SE_01_0024	Human	ENCODE	Primary cell	Blood	CD14-positive-monocyte	ENCSR000ASJ	ENCSR000AUU
SE_01_0025	Human	ENCODE	Cell line	Haematopoietic and lymphoid tissue blood	DND-41	ENCSR000AQW	ENCSR000ASA
SE_01_0026	Human	ENCODE	Primary cell	Umbilical vein	endothelial-cell-of-umbilical-vein	ENCSR000ALB	ENCSR000ALG
SE_01_0027	Human	ENCODE	Primary cell	Prostate	epithelial-cell-of-prostate	ENCSR910PDW	ENCSR131SEB
SE_01_0029	Human	ENCODE	Primary cell	Lung	fibroblast-of-lung	ENCSR000DPL	ENCSR000DPN
SE_01_0030	Human	ENCODE	Cell line	Haematopoietic and lymphoid tissue blood	GM12878	ENCSR000AKC	ENCSR000AKJ
SE_01_0031	Human	ENCODE	Induced pluripotent stem cell line	Skin	GM23338	ENCSR729ENO	ENCSR773IYZ
SE_01_0033	Human	ENCODE	Stem cell	Embryo	H9	ENCSR566DVZ	ENCSR625CEM
SE_01_0034	Human	ENCODE	Cell line	Colon	HCT116	ENCSR661KMA	ENCSR198WIH
SE_01_0036	Human	ENCODE	Cell line	Cervix	HeLa-S3	ENCSR000AOC	ENCSR000AOB
SE_01_0037	Human	ENCODE	In vitro differentiated cell	Liver	hepatocyte	ENCSR507UDH	ENCSR107PGG
SE_01_0038	Human	ENCODE	Cell line	Liver	HepG2	ENCSR000AMO	ENCSR055XHN
SE_01_0039	Human	ENCODE	Cell line	Haematopoietic and lymphoid tissue bone marrow	K562	ENCSR000AKP	ENCSR000AKY
SE_01_0040	Human	ENCODE	Cell line	Haematopoietic and lymphoid tissue	Karpas-422	ENCSR660IQS	ENCSR367UDO
SE_01_0041	Human	ENCODE	Primary cell	Skin	keratinocyte	ENCSR000ALK	ENCSR000ALS
SE_01_0042	Human	ENCODE	Cell line	Haematopoietic and lymphoid tissue	KMS-11	ENCSR955IXZ	ENCSR720GSE
SE_01_0043	Human	ENCODE	Cell line	Blood	KOPT-K1	ENCSR719FEJ	ENCSR255BOF
SE_01_0044	Human	ENCODE	Cell line	Haematopoietic and lymphoid tissue	Loucy	ENCSR566GSO	ENCSR648HLP
SE_01_0045	Human	ENCODE	Primary cell	Mammary gland	mammary-epithelial-cell	ENCSR000ALW	ENCSR000AMN
SE_01_0046	Human	ENCODE	Cell line	Mammary gland	MCF-7	ENCSR752UOD	ENCSR768LHG
SE_01_0047	Human	ENCODE	In vitro differentiated cell	Embryo	mid-neurogenesis-radial-glial-cells	ENCSR092TTO	ENCSR287XMW
SE_01_0048	Human	ENCODE	Cell line	Peripheral blood	MM.1S	ENCSR758OEC	ENCSR264HOB
SE_01_0050	Human	ENCODE	In vitro differentiated cell	Embryo	neural-cell	ENCSR124VOE	ENCSR308JFE
SE_01_0051	Human	ENCODE	In vitro differentiated cell	Embryo	neural-progenitor-cell	ENCSR449AXO	ENCSR603SVD
SE_01_0052	Human	ENCODE	Primary cell	Blood	neutrophil	ENCSR267YXV	ENCSR557RDB
SE_01_0053	Human	ENCODE	Cell line	Haematopoietic and lymphoid tissue	OCI-LY1	ENCSR597UDW	ENCSR569IIN
SE_01_0054	Human	ENCODE	Cell line	Haematopoietic and lymphoid tissue	OCI-LY3	ENCSR857GMX	ENCSR361GKY
SE_01_0055	Human	ENCODE	Cell line	Haematopoietic and lymphoid tissue	OCI-LY7	ENCSR447ZGY	ENCSR063AUO
SE_01_0056	Human	ENCODE	Primary cell	Bone	osteoblast	ENCSR000APH	ENCSR000APU
SE_01_0057	Human	ENCODE	Cell line	Pancreas duct	PANC-1	ENCSR000EXK	ENCSR000EXM
SE_01_0058	Human	ENCODE	Cell line	Prostate	PC-3	ENCSR826UTD	ENCSR328AHC
SE_01_0059	Human	ENCODE	Cell line	Lung	PC-9	ENCSR769FOC	ENCSR011GWK
SE_01_0060	Human	ENCODE	In vitro differentiated cell	Embryo	radial-glial-cell	ENCSR829UDX	ENCSR689ICI
SE_01_0061	Human	ENCODE	Cell line	Prostate	RWPE1	ENCSR203KEU	ENCSR248IFK
SE_01_0062	Human	ENCODE	Cell line	Prostate	RWPE2	ENCSR987PNT	ENCSR394DWD
SE_01_0063	Human	ENCODE	Primary cell	Skeletal muscle	skeletal-muscle-myoblast	ENCSR000ANF	ENCSR000ANN
SE_01_0064	Human	ENCODE	Cell line	Brain	SK-N-MC	ENCSR835MMN	ENCSR899XXQ
SE_01_0066	Human	ENCODE	In vitro differentiated cell	Smooth muscle	smooth-muscle-cell	ENCSR210ZPC	ENCSR729MRJ
SE_01_0067	Human	ENCODE	Cell line	Peritoneal effusion: derived from metastatic site: peritoneal cavity	SUDHL6	ENCSR307DQT	ENCSR179YLS
SE_01_0068	Human	ENCODE	Cell line	Prostate	VCaP	ENCSR597ULV	ENCSR716BTZ
SE_01_0069	Human	ENCODE	Tissue	Adrenal gland	adrenal-gland	ENCSR189QAD	ENCSR043UWF
SE_01_0070	Human	ENCODE	Tissue	Ascending aorta	ascending-aorta	ENCSR069UMW	ENCSR007WYC
SE_01_0071	Human	ENCODE	Tissue	Pancreas	body-of-pancreas	ENCSR748TFF	ENCSR833HBT
SE_01_0072	Human	ENCODE	Tissue	Breast epithelium	breast-epithelium	ENCSR034ZKE	ENCSR247XFQ
SE_01_0073	Human	ENCODE	Tissue	Coronary artery	coronary-artery	ENCSR443UYU	ENCSR122GIL
SE_01_0074	Human	ENCODE	Tissue	Esophagus muscularis mucosa	esophagus-muscularis-mucosa	ENCSR095YMD	ENCSR474WLZ
SE_01_0075	Human	ENCODE	Tissue	Esophagus squamous epithelium	esophagus-squamous-epithelium	ENCSR909UAG	ENCSR652EPR
SE_01_0076	Human	ENCODE	Tissue	Gastrocnemius medialis	gastrocnemius-medialis	ENCSR801IPH	ENCSR775IMI
SE_01_0077	Human	ENCODE	Tissue	Gastroesophageal sphincter	gastroesophageal-sphincter	ENCSR677LBH	ENCSR178MWD
SE_01_0078	Human	ENCODE	Tissue	Heart left ventricle	heart-left-ventricle	ENCSR854OXF	ENCSR526EXI
SE_01_0079	Human	ENCODE	Tissue	Peyers patch	Peyers-patch	ENCSR837SGJ	ENCSR124GAS
SE_01_0080	Human	ENCODE	Tissue	Prostate	prostate	ENCSR763IDK	ENCSR113QDZ
SE_01_0081	Human	ENCODE	Tissue	Right atrium auricular region	right-atrium-auricular-region	ENCSR593KDJ	ENCSR195BZZ
SE_01_0082	Human	ENCODE	Tissue	Right lobe of liver	right-lobe-of-liver	ENCSR981UJA	ENCSR276SJT
SE_01_0083	Human	ENCODE	Tissue	Sigmoid colon	sigmoid-colon	ENCSR268ZCF	ENCSR844YME
SE_01_0084	Human	ENCODE	Tissue	Spleen	spleen	ENCSR726HTS	ENCSR189UPU
SE_01_0085	Human	ENCODE	Tissue	Stomach	stomach	ENCSR133NBJ	ENCSR539HNK
SE_01_0086	Human	ENCODE	Tissue	Thoracic aorta	thoracic-aorta	ENCSR318HUC	ENCSR266XMB
SE_01_0087	Human	ENCODE	Tissue	Thyroid gland	thyroid-gland	ENCSR716FUH	ENCSR475NOQ
SE_01_0088	Human	ENCODE	Tissue	Tibial nerve	tibial-nerve	ENCSR771YJT	ENCSR154SJE
SE_01_0089	Human	ENCODE	Tissue	Transverse colon	transverse-colon	ENCSR208QRN	ENCSR828XQV
SE_01_0090	Human	ENCODE	Tissue	Lung	upper-lobe-of-left-lung	ENCSR738SXD	ENCSR422TGJ
SE_01_0091	Human	ENCODE	Tissue	Uterus	uterus	ENCSR249INE	ENCSR979XBX
SE_01_0092	Human	ENCODE	Tissue	Vagina	vagina	ENCSR718BTD	ENCSR620XWM
SE_01_0093	Human	ENCODE	Tissue	Aorta	ascending aorta	ENCSR982QIF	ENCSR494YJW
SE_01_0094	Human	ENCODE	Tissue	Gastrocnemius medialis	gastrocnemius medialis_54y	ENCSR948YYZ	ENCSR897RRA
SE_01_0095	Human	ENCODE	In vitro differentiated cell	Embryo	neuroepithelial stem cell stably expressing HES5 originated from H9	ENCSR842NGQ	ENCSR803UDX
SE_01_0096	Human	ENCODE	Cell line	B-cell lymphoma	DOHH2	ENCSR741STU	ENCSR742WWB
SE_01_0097	Human	ENCODE	Tissue	Gastrocnemius medialis	gastrocnemius medialis_53y	ENCSR736ALU	ENCSR001UFN
SE_01_0098	Human	ENCODE	Tissue	Heart	left ventricle_51y	ENCSR702OVJ	ENCSR178FVP
SE_01_0099	Human	ENCODE	Tissue	Colon	transverse colon	ENCSR640XRV	ENCSR479HSY
SE_01_0100	Human	ENCODE	Tissue	Thyroid gland	thyroid gland_37y	ENCSR597BWL	ENCSR777VQP
SE_01_0101	Human	ENCODE	Tissue	Pancreas	pancreas_54y	ENCSR596PFU	ENCSR099LGH
SE_01_0102	Human	ENCODE	Tissue	Artery	tibial artery	ENCSR535GFO	ENCSR819JOI
SE_01_0103	Human	ENCODE	Tissue	Pancreas	pancreas_37y	ENCSR520BIM	ENCSR888RBQ
SE_01_0104	Human	ENCODE	Tissue	Lung	upper lobe of left lung	ENCSR453MUW	ENCSR750DLX
SE_01_0105	Human	ENCODE	Tissue	Thyroid gland	thyroid gland_54y	ENCSR203KCB	ENCSR164POT
SE_01_0106	Human	ENCODE	Tissue	Adrenal gland	adrenal gland 54y	ENCSR177QFY	ENCSR828HXJ
SE_01_0107	Human	ENCODE	Tissue	Esophagus	esophagus squamous epithelium	ENCSR143XNJ	ENCSR156WTZ
SE_01_0108	Human	ENCODE	Tissue	Adrenal gland	adrenal gland_37y	ENCSR094VJC	ENCSR754WVA
SE_01_0109	Human	ENCODE	Tissue	Colon	transverse colon_54y	ENCSR069EGE	ENCSR651ISB
SE_01_0110	Human	ENCODE	Tissue	Aorta	thoracic aorta_37y	ENCSR015GFK	ENCSR158PLZ
SE_01_0111	Human	ENCODE	Cell line	Brain	SK-N-SH	ENCSR000FCU	ENCSR000FDA
SE_01_0112	Human	ENCODE	Cell line	Embryonic kidney	HEK293_encode	ENCSR000FCH	ENCSR000EVA
SE_01_0113	Human	ENCODE	Cell line	Mammary gland	MCF-7	ENCSR000EWR	ENCSR000EWW
SE_01_0114	Human	ENCODE	Cell line	Colon	HCT116_encode	ENCSR000EUT	ENCSR000EUX
SE_01_0115	Human	ENCODE	In vitro differentiated cell	Skeletal Muscle	myotube originated from skeletal muscle myoblast	ENCSR000ANV	ENCSR000ANT
SE_01_0116	Human	ENCODE	Stem cell	Embryo	H1-hESC	ENCSR000ANP	ENCSR000AMI
SE_01_0117	Human	ENCODE	Primary cell	Lung	fibroblast of lung	ENCSR000AMR	ENCSR000AMZ
SE_01_0118	Human	ENCODE	primary cell	Bone marrow	natural killer cell female adult (41 years)	ENCSR525MZF	ENCSR430XVL
SE_01_0119	Human	ENCODE	primary cell	Bone marrow	CD14-positive monocyte male adult (51 years)	ENCSR197UDN	ENCSR173UJQ
SE_01_0120	Human	ENCODE	primary cell	Bone marrow	dendritic cell male adult (51 years)	ENCSR630SSL	ENCSR992JBX
SE_01_0121	Human	ENCODE	cell line	colon	HCT116 genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, (insertion) using CRISPR targeting H. sapiens BRD4	ENCSR957EOR	ENCSR614CRT
SE_01_0122	Human	ENCODE	primary cell	Bone marrow	natural killer cell male adult (47 years)	ENCSR936OPP	ENCSR387IEL
SE_01_0123	Human	ENCODE	cell line	Bone marrow	BLaER1 168 hours	ENCSR451WXC	ENCSR354HOM
SE_01_0124	Human	ENCODE	cell line	Bone marrow	BLaER1 12 hours	ENCSR006ANF	ENCSR871SEB
SE_01_0125	Human	ENCODE	cell line	Bone marrow	BLaER1 120 hours	ENCSR820DOR	ENCSR452GUC
SE_01_0126	Human	ENCODE	cell line	Bone marrow	BLaER1 24 hours	ENCSR506FPQ	ENCSR954ZQC
SE_01_0127	Human	ENCODE	cell line	Bone marrow	BLaER1 36 hours	ENCSR285NFQ	ENCSR845IKY
SE_01_0128	Human	ENCODE	cell line	Bone marrow	BLaER1 48 hours	ENCSR217SDT	ENCSR978XYH
SE_01_0129	Human	ENCODE	cell line	Bone marrow	BLaER1 72 hours	ENCSR010OVI	ENCSR841CWN
SE_01_0130	Human	ENCODE	cell line	Bone marrow	BLaER1 9 hours	ENCSR938FQG	ENCSR958BKG
SE_01_0131	Human	ENCODE	cell line	Bone marrow	untreated BLaER1 cell line.	ENCSR413YCI	ENCSR455AFK
SE_01_0132	Human	ENCODE	cell line	Bone marrow	BLaER1 18 hours	ENCSR400XSW	ENCSR255SDP
SE_01_0133	Human	ENCODE	cell line	Bone marrow	BLaER1 6 hours	ENCSR039AHR	ENCSR566AUD
SE_01_0134	Human	ENCODE	Tissue	heart	heart right ventricle tissue male adult (54 years)	ENCSR842TXG	ENCSR937OPV
SE_01_0135	Human	ENCODE	Tissue	lung	lower lobe of right lung tissue male adult (60 years)	ENCSR837DVF	ENCSR454FJM
SE_01_0136	Human	ENCODE	Tissue	muscle	psoas muscle tissue female adult (41 years)	ENCSR403PZH	ENCSR456AMX
SE_01_0137	Human	ENCODE	Tissue	liver	right lobe of liver tissue female child (16 years)	ENCSR119XNK	ENCSR683VJG
SE_01_0138	Human	ENCODE	Tissue	Brain	dorsolateral prefrontal cortex tissue female adult (89 years)	ENCSR946LTR	ENCSR993YSN
SE_01_0139	Human	ENCODE	Tissue	Brain	dorsolateral prefrontal cortex tissue female adult (90 or above years)	ENCSR125KVG	ENCSR373OML
SE_01_0140	Human	ENCODE	Tissue	embryo	placenta tissue male embryo	ENCSR840FCT	ENCSR918ESG
SE_02_0002	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF-7_10Gygamma_2.5h	GSM2671298	GSM2671302
SE_02_0003	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF-7_10Gygamma_5h	GSM2671299	GSM2671303
SE_02_0004	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF-7_10Gygamma_7.5h	GSM2671300	GSM2671304
SE_02_0005	Human	NCBI GEO/SRA	Other	Cervical	cervical-cancer_KDM5C	GSM2706139	GSM2706140
SE_02_0006	Human	NCBI GEO/SRA	Other	Cervical	cervical-cancer_parental	GSM2706141	GSM2706142
SE_02_0007	Human	NCBI GEO/SRA	Other	Cervical	cervical-cancer_vector	GSM2706145	GSM2706146
SE_02_0008	Human	NCBI GEO/SRA	Cell line	Kidney	786-O_empty_vector	GSM2723818	GSM2723821
SE_02_0009	Human	NCBI GEO/SRA	Cell line	Kidney	786-O_wtVHL	GSM2723822	GSM2723825
SE_02_0010	Human	NCBI GEO/SRA	Cell line	Kidney	A-498_emptyvector	GSM2723834	GSM2723835
SE_02_0011	Human	NCBI GEO/SRA	Cell line	Kidney	A-498_wtVHL	GSM2723836	GSM2723837
SE_02_0012	Human	NCBI GEO/SRA	Cell line	Kidney	786-O_non-targeting	GSM2723866	GSM2723867
SE_02_0013	Human	NCBI GEO/SRA	Cell line	Kidney	786-O_HIF2A	GSM2723868	GSM2723869
SE_02_0014	Human	NCBI GEO/SRA	Cell line	Liver	HepG2_shBRG1	GSM2740934	GSM2740938
SE_02_0015	Human	NCBI GEO/SRA	Cell line	Liver	HepG2_shNS	GSM2740936	GSM2740940
SE_02_0016	Human	NCBI GEO/SRA	Primary cell	Blood	erythroblasts	GSM2741449	GSM2741452
SE_02_0017	Human	NCBI GEO/SRA	Stem cell	Embryo	H9_ESC	GSM602294	GSM602292
SE_02_0018	Human	NCBI GEO/SRA	Cell line	Embryo	NEC	GSM602302	GSM602300
SE_02_0019	Human	NCBI GEO/SRA	Other	Embryo	Neural crest cells	GSM714807	GSM714805
SE_02_0021	Human	NCBI GEO/SRA	Cell line	Colon	V429	GSM883681	GSM883667
SE_02_0022	Human	NCBI GEO/SRA	Primary cell	Blood	CD8donorA	GSM999000	GSM999012
SE_02_0023	Human	NCBI GEO/SRA	Primary cell	Blood	CD8donorC	GSM999001	GSM999013
SE_02_0024	Human	NCBI GEO/SRA	Primary cell	Blood	CD56+ Natural Killer cells donor A	GSM999008	GSM999011
SE_02_0025	Human	NCBI GEO/SRA	Primary cell	Blood	CD19donorA	GSM998996	GSM999010
SE_02_0026	Human	NCBI GEO/SRA	Primary cell	Blood	CD4donorE	GSM999004	GSM999014
SE_02_0027	Human	NCBI GEO/SRA	Cell line	Umbilical vein	HUVEC_VEGF_4h	GSM1009625	GSM1009651
SE_02_0029	Human	NCBI GEO/SRA	Cell line	Colorectal	LS174T	GSM1365900	GSM1197323
SE_02_0030	Human	NCBI GEO/SRA	Other	Kidney	human kidney proximal tubule cells	GSM1203230	GSM1203232
SE_02_0031	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue blood	Jurkat	GSM1296384	GSM1296386
SE_02_0032	Human	NCBI GEO/SRA	Tissue	Pancreas	pancreatic-islets-M	GSM1261672	GSM1261673
SE_02_0033	Human	NCBI GEO/SRA	Tissue	Pancreas	pancreatic-islets-F	GSM1261674	GSM1261676
SE_02_0034	Human	NCBI GEO/SRA	Cell line	Peripheral blood	CUTLL1_GSI	GSM1252939	GSM1252932
SE_02_0035	Human	NCBI GEO/SRA	Cell line	Peripheral blood	CUTLL1_GSI_wash	GSM1252940	GSM1252935
SE_02_0036	Human	NCBI GEO/SRA	Stem cell	Embryo	H7	GSM1273645	GSM1273642
SE_02_0038	Human	NCBI GEO/SRA	Stem cell	Embryo	DE	GSM1273655	GSM1273652
SE_02_0039	Human	NCBI GEO/SRA	Stem cell	Embryo	AFG	GSM1273660	GSM1273657
SE_02_0040	Human	NCBI GEO/SRA	Stem cell	Embryo	PFG	GSM1273665	GSM1273662
SE_02_0041	Human	NCBI GEO/SRA	Cell line	Burkitts lymphoma of the left maxilla	Raji_B	GSM1356063	GSM1278003
SE_02_0042	Human	NCBI GEO/SRA	Cell line	Embryo endodermal	CyT49_ES_D0	GSM1316300	GSM1316304
SE_02_0043	Human	NCBI GEO/SRA	Cell line	Embryo endodermal	CyT49_ES_D2	GSM1316307	GSM1316311
SE_02_0044	Human	NCBI GEO/SRA	Cell line	Embryo endodermal	CyT49_ES_D5	GSM1316314	GSM1316318
SE_02_0045	Human	NCBI GEO/SRA	Cell line	Embryo endodermal	CyT49_ES_D7	GSM1316321	GSM1316325
SE_02_0046	Human	NCBI GEO/SRA	Cell line	Embryo endodermal	CyT49_ES_D10	GSM1316328	GSM1316332
SE_02_0047	Human	NCBI GEO/SRA	Cell line	Pancreatic endoderm	IIDP/donor790	GSM1316339	GSM1316340
SE_02_0048	Human	NCBI GEO/SRA	Cell line	Embryo endodermal	CyT49_HE	GSM1316341	GSM1316342
SE_02_0049	Human	NCBI GEO/SRA	Cell line	Embryo endodermal	CyT49_GTtoH	GSM1551472	GSM1551473
SE_02_0050	Human	NCBI GEO/SRA	Cell line	Skin	BJ	GSM1330734	GSM1330735
SE_02_0051	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF-7_EtOH	GSM1382472	GSM1382474
SE_02_0052	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF-7_E2	GSM1382482	GSM1382484
SE_02_0053	Human	NCBI GEO/SRA	Cell line	Colon	DKO1	GSM1415884	GSM1415888
SE_02_0054	Human	NCBI GEO/SRA	Cell line	Lung	IMR-90_DMSO_1	GSM1418963	GSM1418971
SE_02_0055	Human	NCBI GEO/SRA	Cell line	Lung	IMR-90_Nutlin-3a	GSM1418964	GSM1418972
SE_02_0056	Human	NCBI GEO/SRA	Cell line	Mammary gland	HMEC	GSM1421317	GSM1421318
SE_02_0057	Human	NCBI GEO/SRA	Cell line	Mammary gland	vHMEC	GSM1421320	GSM1421323
SE_02_0058	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue blood	WT/Jurkat-11bp	GSM1519634	GSM1519636
SE_02_0059	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue blood	WT/Jurkat	GSM1519638	GSM1519637
SE_02_0060	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue blood	WT-11bp/Jurkat	GSM1519642	GSM1519640
